model|shuffle|time|usedCC|genCC|lmax|algorithm|solver|difficulty|result
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-1.prod|0.012802600860595703|8|8|3|qx|Glucose3|0|[(1724, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-1.prod|0.024442672729492188|2|15|3|pqx|Glucose3|0|[(1724, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-1.prod|0.028430700302124023|8|8|3|qx|Glucose3|50|[(1724, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-1.prod|0.058556318283081055|2|15|3|pqx|Glucose3|50|[(1724, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-1.prod|0.0411224365234375|8|8|3|qx|Glucose3|100|[(1724, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-1.prod|0.09220600128173828|4|15|3|pqx|Glucose3|100|[(1724, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-1.prod|0.01222848892211914|8|8|2|qx|Glucose3|0|[(1724, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-1.prod|0.027390003204345703|1|12|2|pqx|Glucose3|0|[(1724, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-1.prod|0.026254653930664062|8|8|2|qx|Glucose3|50|[(1724, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-1.prod|0.06984782218933105|2|12|2|pqx|Glucose3|50|[(1724, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-1.prod|0.04025864601135254|8|8|2|qx|Glucose3|100|[(1724, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-1.prod|0.11311197280883789|2|12|2|pqx|Glucose3|100|[(1724, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-1.prod|0.01139521598815918|8|8|1|qx|Glucose3|0|[(1724, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-1.prod|0.030843734741210938|1|7|1|pqx|Glucose3|0|[(1724, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-1.prod|0.023861169815063477|8|8|1|qx|Glucose3|50|[(1724, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-1.prod|0.07067036628723145|1|7|1|pqx|Glucose3|50|[(1724, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-1.prod|0.03830766677856445|8|8|1|qx|Glucose3|100|[(1724, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-1.prod|0.12073135375976562|1|7|1|pqx|Glucose3|100|[(1724, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-1.prod|0.011296510696411133|8|8|0|qx|Glucose3|0|[(1724, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-1.prod|0.023550033569335938|8|8|0|qx|Glucose3|50|[(1724, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-1.prod|0.03729724884033203|8|8|0|qx|Glucose3|100|[(1724, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|1.30521559715271|9|9|4|qx|Sat4j|0|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|1.1192584037780762|2|26|4|pqx|Sat4j|0|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|64.04269075393677|9|9|4|qx|Sat4j|50|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|51.71354150772095|3|26|4|pqx|Sat4j|50|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|126.63914823532104|9|9|4|qx|Sat4j|100|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|108.90150141716003|3|26|4|pqx|Sat4j|100|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|1.3238956928253174|9|9|3|qx|Sat4j|0|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|1.0540010929107666|3|18|3|pqx|Sat4j|0|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|63.5428032875061|9|9|3|qx|Sat4j|50|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|49.38101935386658|3|18|3|pqx|Sat4j|50|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|128.1488118171692|9|9|3|qx|Sat4j|100|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|96.67784094810486|4|18|3|pqx|Sat4j|100|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|1.333556890487671|9|9|2|qx|Sat4j|0|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|1.1131575107574463|3|12|2|pqx|Sat4j|0|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|63.67587757110596|9|9|2|qx|Sat4j|50|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|52.331647634506226|3|12|2|pqx|Sat4j|50|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|128.2706174850464|9|9|2|qx|Sat4j|100|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|104.20843434333801|3|12|2|pqx|Sat4j|100|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|1.321923017501831|9|9|1|qx|Sat4j|0|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|1.358900547027588|1|8|1|pqx|Sat4j|0|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|64.81921291351318|9|9|1|qx|Sat4j|50|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|64.27188420295715|1|8|1|pqx|Sat4j|50|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|127.58791136741638|9|9|1|qx|Sat4j|100|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|126.40433144569397|1|8|1|pqx|Sat4j|100|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|1.3288531303405762|9|9|0|qx|Sat4j|0|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|65.52815270423889|9|9|0|qx|Sat4j|50|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|127.59370636940002|9|9|0|qx|Sat4j|100|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.015970230102539062|9|9|4|qx|Glucose3|0|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.030114173889160156|2|26|4|pqx|Glucose3|0|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.04181528091430664|9|9|4|qx|Glucose3|50|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.06921863555908203|3|26|4|pqx|Glucose3|50|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.06860661506652832|9|9|4|qx|Glucose3|100|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.11829447746276855|4|26|4|pqx|Glucose3|100|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.017776966094970703|9|9|3|qx|Glucose3|0|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.028745412826538086|3|18|3|pqx|Glucose3|0|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.0400547981262207|9|9|3|qx|Glucose3|50|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.0808415412902832|4|18|3|pqx|Glucose3|50|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.06819725036621094|9|9|3|qx|Glucose3|100|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.1430954933166504|4|18|3|pqx|Glucose3|100|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.014472723007202148|9|9|2|qx|Glucose3|0|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.029774904251098633|2|12|2|pqx|Glucose3|0|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.04170870780944824|9|9|2|qx|Glucose3|50|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.08042407035827637|3|12|2|pqx|Glucose3|50|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.06676864624023438|9|9|2|qx|Glucose3|100|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.13568735122680664|3|12|2|pqx|Glucose3|100|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.014121294021606445|9|9|1|qx|Glucose3|0|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.03146219253540039|1|8|1|pqx|Glucose3|0|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.03781771659851074|9|9|1|qx|Glucose3|50|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.09363317489624023|1|8|1|pqx|Glucose3|50|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.06413626670837402|9|9|1|qx|Glucose3|100|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.15548014640808105|1|8|1|pqx|Glucose3|100|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.012254476547241211|9|9|0|qx|Glucose3|0|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.0381779670715332|9|9|0|qx|Glucose3|50|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.06482863426208496|9|9|0|qx|Glucose3|100|[(1692, [1001])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|5.765879154205322|34|34|5|qx|Sat4j|0|[(1860, [1016]), (1859, [1015]), (1858, [1014]), (1857, [1013]), (1856, [1012]), (1855, [1011]), (1854, [1010]), (1853, [1009]), (1852, [1008]), (1851, [1007]), (1850, [1006]), (1849, [1005]), (1848, [1004]), (1847, [1003]), (1846, [1002]), (1845, [1001])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|3.1781797409057617|13|87|5|pqx|Sat4j|0|[(1860, [1016]), (1859, [1015]), (1858, [1014]), (1857, [1013]), (1856, [1012]), (1855, [1011]), (1854, [1010]), (1853, [1009]), (1852, [1008]), (1851, [1007]), (1850, [1006]), (1849, [1005]), (1848, [1004]), (1847, [1003]), (1846, [1002]), (1845, [1001])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|0.06619596481323242|34|34|5|qx|Glucose3|0|[(1860, [1016]), (1859, [1015]), (1858, [1014]), (1857, [1013]), (1856, [1012]), (1855, [1011]), (1854, [1010]), (1853, [1009]), (1852, [1008]), (1851, [1007]), (1850, [1006]), (1849, [1005]), (1848, [1004]), (1847, [1003]), (1846, [1002]), (1845, [1001])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|0.10371971130371094|6|87|5|pqx|Glucose3|0|[(1860, [1016]), (1859, [1015]), (1858, [1014]), (1857, [1013]), (1856, [1012]), (1855, [1011]), (1854, [1010]), (1853, [1009]), (1852, [1008]), (1851, [1007]), (1850, [1006]), (1849, [1005]), (1848, [1004]), (1847, [1003]), (1846, [1002]), (1845, [1001])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-1.prod|10.50557565689087|64|64|5|qx|Sat4j|0|[(1856, [1005]), (1854, [1008]), (1853, [1007]), (1851, [1003]), (1850, [1001]), (1849, [1004]), (1841, [1014]), (1826, [1009]), (1823, [1002]), (1820, [1010]), (1816, [1015]), (1809, [1006]), (1807, [1012]), (1804, [1013]), (1799, [1011]), (1797, [1016])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-1.prod|5.54112982749939|28|155|5|pqx|Sat4j|0|[(1856, [1005]), (1854, [1008]), (1853, [1007]), (1851, [1003]), (1850, [1001]), (1849, [1004]), (1841, [1014]), (1826, [1009]), (1823, [1002]), (1820, [1010]), (1816, [1015]), (1809, [1006]), (1807, [1012]), (1804, [1013]), (1799, [1011]), (1797, [1016])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-1.prod|0.12678027153015137|64|64|5|qx|Glucose3|0|[(1856, [1005]), (1854, [1008]), (1853, [1007]), (1851, [1003]), (1850, [1001]), (1849, [1004]), (1841, [1014]), (1826, [1009]), (1823, [1002]), (1820, [1010]), (1816, [1015]), (1809, [1006]), (1807, [1012]), (1804, [1013]), (1799, [1011]), (1797, [1016])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-1.prod|0.17323017120361328|16|155|5|pqx|Glucose3|0|[(1856, [1005]), (1854, [1008]), (1853, [1007]), (1851, [1003]), (1850, [1001]), (1849, [1004]), (1841, [1014]), (1826, [1009]), (1823, [1002]), (1820, [1010]), (1816, [1015]), (1809, [1006]), (1807, [1012]), (1804, [1013]), (1799, [1011]), (1797, [1016])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-2.prod|11.461285591125488|70|70|5|qx|Sat4j|0|[(1858, [1011]), (1856, [1006]), (1849, [1015]), (1846, [1009]), (1838, [1012]), (1834, [1014]), (1831, [1007]), (1830, [1008]), (1828, [1005]), (1824, [1004]), (1818, [1003]), (1813, [1010]), (1806, [1001]), (1805, [1002]), (1799, [1016]), (1797, [1013])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-2.prod|6.979703664779663|31|188|5|pqx|Sat4j|0|[(1858, [1011]), (1856, [1006]), (1849, [1015]), (1846, [1009]), (1838, [1012]), (1834, [1014]), (1831, [1007]), (1830, [1008]), (1828, [1005]), (1824, [1004]), (1818, [1003]), (1813, [1010]), (1806, [1001]), (1805, [1002]), (1799, [1016]), (1797, [1013])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-2.prod|0.14476728439331055|70|70|5|qx|Glucose3|0|[(1858, [1011]), (1856, [1006]), (1849, [1015]), (1846, [1009]), (1838, [1012]), (1834, [1014]), (1831, [1007]), (1830, [1008]), (1828, [1005]), (1824, [1004]), (1818, [1003]), (1813, [1010]), (1806, [1001]), (1805, [1002]), (1799, [1016]), (1797, [1013])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-2.prod|0.21274566650390625|15|188|5|pqx|Glucose3|0|[(1858, [1011]), (1856, [1006]), (1849, [1015]), (1846, [1009]), (1838, [1012]), (1834, [1014]), (1831, [1007]), (1830, [1008]), (1828, [1005]), (1824, [1004]), (1818, [1003]), (1813, [1010]), (1806, [1001]), (1805, [1002]), (1799, [1016]), (1797, [1013])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|2.815282106399536|18|18|5|qx|Sat4j|0|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|1.5273315906524658|8|48|5|pqx|Sat4j|0|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.03318047523498535|18|18|5|qx|Glucose3|0|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.0493316650390625|5|48|5|pqx|Glucose3|0|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-1.prod|7.010864734649658|45|45|5|qx|Sat4j|0|[(1743, [1003]), (1738, [1008]), (1736, [1005]), (1733, [1002]), (1730, [1006]), (1722, [1007]), (1709, [1001]), (1704, [1004])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-1.prod|4.457364082336426|20|125|5|pqx|Sat4j|0|[(1743, [1003]), (1738, [1008]), (1736, [1005]), (1733, [1002]), (1730, [1006]), (1722, [1007]), (1709, [1001]), (1704, [1004])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-1.prod|0.09609127044677734|45|45|5|qx|Glucose3|0|[(1743, [1003]), (1738, [1008]), (1736, [1005]), (1733, [1002]), (1730, [1006]), (1722, [1007]), (1709, [1001]), (1704, [1004])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-1.prod|0.13096880912780762|10|125|5|pqx|Glucose3|0|[(1743, [1003]), (1738, [1008]), (1736, [1005]), (1733, [1002]), (1730, [1006]), (1722, [1007]), (1709, [1001]), (1704, [1004])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-2.prod|6.77792763710022|44|44|5|qx|Sat4j|0|[(1750, [1003]), (1745, [1005]), (1737, [1002]), (1732, [1008]), (1730, [1006]), (1721, [1007]), (1719, [1004]), (1704, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-2.prod|4.091821908950806|20|117|5|pqx|Sat4j|0|[(1750, [1003]), (1745, [1005]), (1737, [1002]), (1732, [1008]), (1730, [1006]), (1721, [1007]), (1719, [1004]), (1704, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-2.prod|0.08259987831115723|44|44|5|qx|Glucose3|0|[(1750, [1003]), (1745, [1005]), (1737, [1002]), (1732, [1008]), (1730, [1006]), (1721, [1007]), (1719, [1004]), (1704, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-2.prod|0.12455439567565918|8|117|5|pqx|Glucose3|0|[(1750, [1003]), (1745, [1005]), (1737, [1002]), (1732, [1008]), (1730, [1006]), (1721, [1007]), (1719, [1004]), (1704, [1001])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-0.prod|1.6973085403442383|11|11|5|qx|Sat4j|0|[(1734, [1004]), (1733, [1003]), (1732, [1002]), (1731, [1001])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-0.prod|1.1476237773895264|5|30|5|pqx|Sat4j|0|[(1734, [1004]), (1733, [1003]), (1732, [1002]), (1731, [1001])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-0.prod|0.02075982093811035|11|11|5|qx|Glucose3|0|[(1734, [1004]), (1733, [1003]), (1732, [1002]), (1731, [1001])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-0.prod|0.03398323059082031|2|30|5|pqx|Glucose3|0|[(1734, [1004]), (1733, [1003]), (1732, [1002]), (1731, [1001])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|3.996049165725708|26|26|5|qx|Sat4j|0|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|2.556703567504883|10|77|5|pqx|Sat4j|0|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.05003070831298828|26|26|5|qx|Glucose3|0|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.08165478706359863|4|77|5|pqx|Glucose3|0|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|4.59415340423584|30|30|5|qx|Sat4j|0|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|2.9070687294006348|14|85|5|pqx|Sat4j|0|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.05602312088012695|30|30|5|qx|Glucose3|0|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.08293914794921875|9|85|5|pqx|Glucose3|0|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-0.prod|1.2042245864868164|8|8|5|qx|Sat4j|0|[(1729, [1002]), (1728, [1001])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-0.prod|0.8868138790130615|4|24|5|pqx|Sat4j|0|[(1729, [1002]), (1728, [1001])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-0.prod|0.014542102813720703|8|8|5|qx|Glucose3|0|[(1729, [1002]), (1728, [1001])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-0.prod|0.030111074447631836|1|24|5|pqx|Glucose3|0|[(1729, [1002]), (1728, [1001])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-1.prod|2.7506492137908936|18|18|5|qx|Sat4j|0|[(1714, [1001]), (1678, [1002])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-1.prod|2.0414907932281494|7|62|5|pqx|Sat4j|0|[(1714, [1001]), (1678, [1002])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-1.prod|0.03211522102355957|18|18|5|qx|Glucose3|0|[(1714, [1001]), (1678, [1002])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-1.prod|0.0616908073425293|5|62|5|pqx|Glucose3|0|[(1714, [1001]), (1678, [1002])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-2.prod|2.4247076511383057|16|16|5|qx|Sat4j|0|[(1725, [1001]), (1681, [1002])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-2.prod|1.8790600299835205|6|60|5|pqx|Sat4j|0|[(1725, [1001]), (1681, [1002])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-2.prod|0.03414750099182129|16|16|5|qx|Glucose3|0|[(1725, [1001]), (1681, [1002])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-2.prod|0.05796980857849121|2|60|5|pqx|Glucose3|0|[(1725, [1001]), (1681, [1002])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-0.prod|0.9988691806793213|7|7|5|qx|Sat4j|0|[(1726, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-0.prod|0.7182035446166992|1|23|5|pqx|Sat4j|0|[(1726, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-0.prod|0.011822938919067383|7|7|5|qx|Glucose3|0|[(1726, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-0.prod|0.025128841400146484|1|23|5|pqx|Glucose3|0|[(1726, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-1.prod|1.1710922718048096|8|8|5|qx|Sat4j|0|[(1724, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-1.prod|0.8636112213134766|4|27|5|pqx|Sat4j|0|[(1724, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-1.prod|0.016228199005126953|8|8|5|qx|Glucose3|0|[(1724, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-1.prod|0.029453039169311523|1|27|5|pqx|Glucose3|0|[(1724, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|1.3267040252685547|9|9|5|qx|Sat4j|0|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|1.097059726715088|3|34|5|pqx|Sat4j|0|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.01812005043029785|9|9|5|qx|Glucose3|0|[(1692, [1001])]
./cnf/bench/model_1.cnf|./cnf/bench/prod-1-2.prod|0.03247952461242676|3|34|5|pqx|Glucose3|0|[(1692, [1001])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|21.934489727020264|34|34|4|qx|Choco4|0|[(1860, [1016]), (1859, [1015]), (1858, [1014]), (1857, [1013]), (1856, [1012]), (1855, [1011]), (1854, [1010]), (1853, [1009]), (1852, [1008]), (1851, [1007]), (1850, [1006]), (1849, [1005]), (1848, [1004]), (1847, [1003]), (1846, [1002]), (1845, [1001])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|14.39102578163147|13|65|4|pqx|Choco4|0|[(1860, [1016]), (1859, [1015]), (1858, [1014]), (1857, [1013]), (1856, [1012]), (1855, [1011]), (1854, [1010]), (1853, [1009]), (1852, [1008]), (1851, [1007]), (1850, [1006]), (1849, [1005]), (1848, [1004]), (1847, [1003]), (1846, [1002]), (1845, [1001])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|21.807607650756836|34|34|3|qx|Choco4|0|[(1860, [1016]), (1859, [1015]), (1858, [1014]), (1857, [1013]), (1856, [1012]), (1855, [1011]), (1854, [1010]), (1853, [1009]), (1852, [1008]), (1851, [1007]), (1850, [1006]), (1849, [1005]), (1848, [1004]), (1847, [1003]), (1846, [1002]), (1845, [1001])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|14.961400270462036|11|48|3|pqx|Choco4|0|[(1860, [1016]), (1859, [1015]), (1858, [1014]), (1857, [1013]), (1856, [1012]), (1855, [1011]), (1854, [1010]), (1853, [1009]), (1852, [1008]), (1851, [1007]), (1850, [1006]), (1849, [1005]), (1848, [1004]), (1847, [1003]), (1846, [1002]), (1845, [1001])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|21.651830673217773|34|34|2|qx|Choco4|0|[(1860, [1016]), (1859, [1015]), (1858, [1014]), (1857, [1013]), (1856, [1012]), (1855, [1011]), (1854, [1010]), (1853, [1009]), (1852, [1008]), (1851, [1007]), (1850, [1006]), (1849, [1005]), (1848, [1004]), (1847, [1003]), (1846, [1002]), (1845, [1001])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|14.70260500907898|9|35|2|pqx|Choco4|0|[(1860, [1016]), (1859, [1015]), (1858, [1014]), (1857, [1013]), (1856, [1012]), (1855, [1011]), (1854, [1010]), (1853, [1009]), (1852, [1008]), (1851, [1007]), (1850, [1006]), (1849, [1005]), (1848, [1004]), (1847, [1003]), (1846, [1002]), (1845, [1001])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-0.prod|21.842215299606323|34|34|1|qx|Choco4|0|[(1860, [1016]), (1859, [1015]), (1858, [1014]), (1857, [1013]), (1856, [1012]), (1855, [1011]), (1854, [1010]), (1853, [1009]), (1852, [1008]), (1851, [1007]), (1850, [1006]), (1849, [1005]), (1848, [1004]), (1847, [1003]), (1846, [1002]), (1845, [1001])]
